Customer_No,Campaign_ID,Treatment,Response,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20
2391,1,1,0,0.08,0.45,0.93,0.77,0.17,0.93,0,0.94,0.28,1,0.02,0.57,0.85,0.68,0.38,0.99,0.45,0.71,0.46,1
2392,1,0,0,0.40,0.26,0.42,0.21,0.83,0.63,0,0.73,0.34,0,0.83,0.97,0.68,0.10,0.01,0.41,0.44,0.32,0.43,0
2393,1,1,1,0.56,0.56,0.90,0.56,0.26,0.68,1,0.83,0.42,1,0.78,0.78,0.17,0.29,0.18,0.55,0.26,0.88,0.07,1
2394,1,1,0,0.15,0.91,0.78,0.66,0.21,0.86,1,0.00,0.07,0,0.88,0.96,0.22,0.86,0.43,0.47,0.72,0.29,0.85,0
2395,1,1,0,0.08,0.27,0.69,0.27,0.62,0.49,1,0.01,0.29,1,0.67,0.57,0.86,0.58,0.48,0.17,0.87,0.73,0.44,0
2396,1,0,0,0.13,0.49,0.86,0.64,0.51,0.59,1,0.28,0.17,0,0.18,0.67,0.91,0.54,0.15,0.53,0.12,0.34,0.69,0
2397,1,1,0,0.01,0.64,0.11,0.27,0.76,0.49,0,0.60,0.27,0,0.40,0.39,0.21,0.64,0.53,0.62,0.75,0.71,0.36,1
2398,1,0,1,0.36,0.57,0.33,0.37,0.38,0.22,0,0.52,0.37,0,0.93,0.13,0.71,0.62,0.55,0.37,0.16,0.18,0.06,1
2399,1,1,1,0.19,0.11,0.32,0.22,0.72,0.57,1,0.03,0.13,1,0.05,0.29,0.44,0.29,0.38,0.67,0.51,0.04,0.27,1
2400,1,0,1,0.46,0.22,0.59,0.30,0.56,0.29,0,0.50,0.32,1,0.23,0.37,0.85,0.54,0.44,0.68,0.52,0.44,0.54,0
2401,1,1,1,0.12,0.13,0.96,0.36,0.54,0.27,1,0.92,0.72,1,0.36,0.93,0.79,0.27,0.38,0.44,0.14,0.95,0.91,1
2402,1,1,0,0.70,0.25,0.72,0.22,0.63,0.51,0,0.14,0.10,0,0.56,0.42,0.79,0.06,0.20,0.10,0.78,0.39,0.21,0
2403,1,1,0,0.23,0.28,0.11,0.06,0.91,0.81,0,0.42,0.19,1,0.74,0.85,0.67,0.63,0.40,0.78,0.39,0.65,0.08,1
2404,1,1,0,0.51,0.80,0.56,0.46,0.68,0.97,0,0.75,0.28,0,0.80,0.44,0.73,0.71,0.08,0.74,0.43,0.55,0.97,1
2405,1,1,0,0.58,0.24,0.28,0.51,0.47,0.98,1,0.80,0.50,0,0.06,0.30,0.37,0.50,0.52,0.89,0.41,0.01,0.55,1
2406,1,0,0,0.93,0.48,0.67,0.39,0.49,0.27,0,0.27,0.28,0,0.85,0.60,0.22,0.05,0.28,0.06,0.45,0.56,0.19,1
2407,1,1,0,0.35,0.21,0.78,0.29,0.69,0.01,0,0.79,0.58,1,0.83,0.77,0.05,0.30,0.57,0.68,1.00,0.13,0.15,0
2408,1,1,0,0.62,0.11,0.60,0.49,0.47,0.91,0,0.70,0.37,1,0.73,0.23,0.30,0.99,0.32,0.14,0.50,0.58,0.37,1
2409,1,1,0,0.13,0.91,0.09,0.42,0.47,0.18,1,0.38,0.11,1,0.38,0.83,0.73,0.29,0.42,0.78,0.70,0.27,0.50,1
2410,1,1,0,0.24,0.69,0.53,0.23,0.47,0.14,0,0.05,0.42,0,0.03,0.01,0.04,0.28,0.38,0.97,0.59,0.48,0.09,1
2411,1,0,0,0.19,0.95,0.53,0.29,0.49,0.32,0,0.50,0.24,0,0.95,0.75,0.07,0.91,0.46,0.65,0.39,0.89,0.89,0
2412,1,1,0,0.29,0.83,0.29,0.46,0.56,0.86,0,0.22,0.41,0,0.57,0.81,0.56,0.55,0.48,0.17,0.74,0.42,0.09,0
2413,1,1,0,0.00,0.30,0.66,0.59,0.54,0.32,1,0.46,0.17,0,0.78,0.11,0.95,0.20,0.37,0.95,0.41,0.03,0.76,1
2414,1,1,0,0.92,0.29,0.11,0.08,0.83,0.87,1,0.60,0.43,0,0.79,0.17,0.99,0.74,0.36,0.77,0.55,0.69,0.72,0
2415,1,0,0,0.48,0.28,0.70,0.66,0.27,0.35,0,0.83,0.43,0,0.70,0.98,0.99,0.96,0.58,0.55,0.32,0.44,0.83,1
2416,1,1,0,0.96,0.99,0.17,0.20,0.67,0.74,0,0.81,0.30,0,0.04,0.86,0.79,0.70,0.20,0.77,0.20,0.15,0.56,0
2417,1,1,0,0.75,0.67,0.83,0.14,0.75,0.60,1,0.60,0.23,0,0.37,0.20,0.70,0.31,0.36,0.83,0.26,0.81,0.34,1
2418,1,1,0,0.21,0.69,0.79,0.17,0.57,0.79,0,0.42,0.36,1,0.20,0.61,0.54,0.42,0.49,0.54,0.25,0.86,0.65,1
2419,1,1,0,0.68,0.20,0.50,0.40,0.63,0.32,1,0.06,0.30,0,0.46,0.17,0.92,0.03,0.20,0.64,0.25,0.01,0.36,1
2420,1,1,0,0.95,0.11,0.74,0.35,0.65,0.14,1,0.20,0.45,0,0.91,0.30,0.98,0.35,0.42,0.05,0.84,0.50,0.26,0
2421,1,1,0,0.40,0.10,0.62,0.35,0.48,0.01,0,0.97,0.76,1,0.22,0.60,0.78,0.44,0.30,0.73,0.23,0.26,0.37,0
2422,1,0,0,0.17,0.96,0.41,0.06,0.91,0.38,1,0.54,0.21,0,0.59,0.81,0.06,0.07,0.31,0.03,0.16,0.66,0.48,0
2423,1,1,0,0.91,0.37,0.75,0.45,0.67,0.15,1,0.43,0.66,1,0.46,0.41,0.59,0.70,0.30,0.56,0.47,0.31,0.80,0
2424,1,1,0,0.45,0.14,0.82,0.21,0.77,0.80,1,0.01,0.12,0,0.37,0.73,0.19,0.45,0.44,0.62,0.47,0.87,0.02,1
2425,1,1,0,0.94,0.91,1.00,0.85,0.30,0.86,1,0.87,0.62,0,0.44,0.22,0.33,0.76,0.12,0.12,0.32,0.68,0.43,0
2426,1,0,0,0.88,0.56,0.33,0.63,0.20,0.79,0,0.51,0.44,1,0.82,0.67,0.08,0.62,0.49,0.23,0.32,0.78,0.29,0
2427,1,1,0,0.04,0.10,0.85,0.71,0.63,0.80,0,0.92,0.23,0,0.42,0.60,0.88,0.19,0.11,0.92,0.26,0.56,0.23,0
2428,1,1,0,0.47,0.53,0.04,0.46,0.45,0.41,0,0.26,0.13,0,0.75,0.24,0.88,0.84,0.27,0.98,0.02,0.50,0.97,0
2429,1,1,1,0.52,0.50,0.98,0.11,0.61,0.08,1,0.99,0.13,1,0.53,0.77,0.57,0.69,0.24,0.18,1.00,0.10,0.01,0
2430,1,1,1,0.96,0.11,0.31,0.15,0.75,0.68,0,0.94,0.51,1,0.11,0.08,0.82,0.76,0.21,0.07,0.80,0.66,0.31,1
2431,1,0,0,0.96,0.84,0.68,0.14,0.63,0.72,0,0.67,0.46,1,0.29,0.92,0.26,0.66,0.47,0.36,0.05,0.89,0.77,1
2432,1,1,0,0.62,0.88,0.11,0.25,0.79,0.75,1,0.85,0.37,1,0.66,0.93,0.66,0.24,0.51,0.68,0.37,0.83,0.06,0
2433,1,1,0,0.42,0.52,0.26,0.50,0.68,0.37,0,0.01,0.42,1,0.39,0.03,0.36,0.72,0.48,0.33,0.06,0.23,0.84,0
2434,1,1,0,0.94,0.87,0.52,0.13,0.48,0.10,0,0.90,0.61,0,0.64,0.57,0.13,0.64,0.48,0.27,0.12,1.00,0.93,1
2435,1,1,0,0.48,0.69,0.86,0.87,0.48,0.45,1,0.50,0.27,0,0.12,0.24,0.06,0.55,0.33,0.73,0.11,0.21,0.46,1
2436,1,1,0,0.75,0.34,0.67,0.63,0.64,0.45,0,0.30,0.35,1,0.32,0.99,0.68,0.89,0.65,0.53,0.79,0.62,0.08,1
2437,1,1,1,0.84,0.53,0.62,0.22,0.56,0.46,1,0.63,0.26,0,0.13,0.69,0.15,0.10,0.36,0.59,0.06,0.75,0.35,0
2438,1,1,0,0.35,0.40,0.63,0.53,0.51,0.74,0,0.85,0.17,1,0.56,0.16,0.86,0.67,0.52,0.44,0.27,0.79,0.50,0
2439,1,0,1,0.32,0.98,0.82,0.55,0.36,0.09,1,0.97,0.83,0,0.88,0.06,0.89,0.33,0.52,0.25,0.35,0.93,0.95,1
2440,1,1,0,0.69,0.37,0.83,0.79,0.32,0.10,0,0.16,0.37,1,0.06,0.19,0.31,0.54,0.38,0.70,0.50,0.06,0.80,0
2441,1,1,0,0.20,0.30,0.72,0.63,0.46,0.24,0,0.48,0.56,0,0.53,0.69,0.16,0.47,0.16,0.63,0.57,0.82,0.71,1
2442,1,1,0,0.78,0.17,0.68,0.35,0.72,0.74,0,0.11,0.52,1,0.14,0.70,0.39,0.76,0.44,0.93,0.17,0.35,0.11,0
2443,1,0,0,0.76,0.44,0.70,0.53,0.72,0.47,0,0.71,0.36,0,0.33,0.87,0.11,0.69,0.20,0.99,0.32,0.56,0.87,1
2444,1,1,0,0.43,0.76,0.74,0.81,0.56,0.35,0,0.37,0.28,0,0.06,0.04,0.71,0.83,0.38,0.78,0.98,0.34,0.82,0
2445,1,0,0,0.13,0.57,0.80,0.62,0.27,0.56,0,0.06,0.50,0,0.81,0.20,0.11,0.57,0.30,0.91,0.20,0.34,0.33,1
2446,1,1,0,0.01,0.74,0.97,0.49,0.64,0.56,0,0.98,0.68,0,0.53,0.13,0.68,0.90,0.83,0.83,0.60,0.21,0.89,1
2447,1,1,0,0.07,0.41,0.30,0.30,0.41,0.09,0,0.53,0.23,0,0.29,0.32,0.25,0.09,0.18,0.22,0.25,0.77,0.32,0
2448,1,0,0,0.21,0.84,0.85,0.07,0.59,0.41,1,0.11,0.18,0,0.07,0.32,0.34,0.55,0.54,0.75,0.88,0.39,0.25,0
2449,1,1,0,0.06,0.53,0.80,0.69,0.24,0.42,1,0.06,0.07,0,0.81,1.00,0.37,0.97,0.59,0.56,0.52,0.54,0.52,1
2450,1,0,0,0.10,0.91,0.66,0.22,0.69,0.04,0,0.57,0.43,1,0.03,0.88,0.41,0.49,0.45,0.45,0.49,0.24,0.37,0
2451,1,1,0,0.32,0.88,0.13,0.14,0.50,0.47,1,0.24,0.23,0,0.60,0.34,0.38,0.10,0.15,0.10,0.63,0.93,0.24,0
2452,1,1,0,0.77,0.76,0.97,0.64,0.19,0.29,0,0.95,0.58,1,0.78,0.90,0.90,0.76,0.44,0.97,0.53,0.20,0.63,0
2453,1,1,0,0.11,0.76,0.37,0.41,0.64,0.12,0,0.65,0.34,0,0.27,0.78,0.29,0.55,0.07,0.04,0.08,0.52,0.57,1
2454,1,0,0,0.95,0.31,0.45,0.46,0.71,0.79,1,0.54,0.23,0,0.97,0.60,0.06,0.26,0.38,0.16,0.28,0.43,0.15,1
2455,1,1,0,0.83,0.02,0.13,0.30,0.48,0.91,0,0.68,0.09,1,0.11,0.04,0.21,0.72,0.35,0.84,0.40,0.65,0.53,0
2456,1,1,0,0.18,0.76,0.94,0.43,0.70,0.30,0,0.86,0.31,1,0.64,0.99,0.05,0.02,0.00,0.50,0.81,0.58,0.74,0
2457,1,0,0,0.82,0.67,0.16,0.07,0.66,0.97,1,0.71,0.26,0,0.71,0.42,0.46,0.83,0.22,0.87,0.49,0.11,0.37,1
2458,1,1,0,0.35,0.10,0.58,0.50,0.63,0.52,1,0.36,0.07,1,0.01,0.19,0.18,0.98,0.34,0.56,0.14,0.86,0.81,0
2459,1,1,0,0.19,0.57,0.57,0.31,0.42,0.38,1,0.37,0.59,1,0.06,0.83,0.41,0.69,0.67,0.68,0.47,0.89,0.95,0
2460,1,1,0,0.50,0.05,0.28,0.41,0.47,0.00,1,0.53,0.21,0,0.46,0.51,0.91,0.79,0.37,0.23,0.81,0.77,0.36,1
2461,1,1,0,0.85,0.82,0.71,0.78,0.49,0.33,1,0.69,0.42,1,0.71,0.34,0.20,0.42,0.51,0.77,0.15,0.18,0.55,0
2462,1,0,0,0.25,0.21,0.36,0.15,0.68,0.36,0,0.34,0.08,1,0.43,0.26,0.13,0.68,0.42,0.42,0.14,0.25,0.18,1
2463,1,0,0,0.03,0.50,0.85,0.10,0.47,0.05,0,0.31,0.16,0,0.09,0.83,0.66,0.57,0.17,0.88,0.11,0.60,0.76,1
2464,1,1,0,0.03,0.07,0.42,0.47,0.66,0.12,0,0.23,0.10,0,0.78,0.91,0.89,0.78,0.34,0.35,0.12,0.66,0.83,0
2465,1,1,0,0.60,0.48,0.62,0.68,0.47,0.31,1,0.80,0.57,1,0.09,0.06,0.65,0.64,0.27,0.83,0.64,0.83,0.23,0
2466,1,1,0,0.59,0.25,0.74,0.29,0.36,0.07,0,0.02,0.37,1,0.31,0.73,0.41,0.85,0.60,0.11,0.32,0.32,0.71,0
2467,1,1,1,0.21,0.68,0.77,0.36,0.81,0.12,0,0.01,0.46,1,0.61,0.79,0.87,0.36,0.48,0.77,0.89,0.61,0.35,0
2468,1,0,0,0.48,0.17,0.00,0.43,0.30,0.80,1,0.38,0.41,1,0.45,0.01,0.73,0.45,0.43,0.86,0.20,0.21,0.05,1
2469,1,0,0,0.48,0.75,0.49,0.33,0.50,0.57,1,0.86,0.60,1,0.25,0.60,0.13,0.55,0.57,0.95,0.96,0.85,0.06,0
2470,1,0,0,0.17,0.57,0.31,0.56,0.55,0.29,1,0.38,0.60,0,0.22,0.44,0.77,0.20,0.47,0.76,0.54,0.42,0.48,0
2471,1,1,0,0.42,0.29,0.85,0.42,0.75,0.22,0,0.16,0.49,0,0.49,0.47,0.78,0.05,0.42,0.39,0.96,0.33,0.71,0
2472,1,1,0,0.32,0.04,0.19,0.46,0.33,0.56,1,0.96,0.39,1,0.08,0.92,0.79,0.56,0.27,0.54,0.02,0.74,0.01,1
2473,1,1,0,0.85,0.25,0.35,0.03,0.69,0.38,1,0.26,0.11,1,0.21,0.51,0.98,0.22,0.42,0.33,0.04,0.30,0.09,0
2474,1,1,0,0.37,0.49,0.73,0.18,0.58,0.82,1,0.71,0.27,1,0.99,0.07,0.22,0.45,0.39,0.41,0.69,0.90,0.80,0
2475,1,1,0,0.14,0.76,0.34,0.17,0.53,0.63,0,0.89,0.22,1,0.08,0.79,0.74,0.60,0.33,0.58,0.18,0.79,0.56,1
2476,1,1,0,0.82,0.29,0.69,0.39,0.43,0.08,1,0.03,0.14,0,0.06,0.28,0.73,0.01,0.15,0.03,0.21,0.42,0.31,1
2477,1,1,1,0.58,0.15,0.31,0.51,0.63,0.39,1,0.96,0.37,1,0.31,0.83,0.63,0.11,0.49,0.76,0.97,0.81,0.36,0
2478,1,1,0,0.94,0.79,0.46,0.06,0.79,0.51,1,0.40,0.15,0,0.99,0.96,0.81,0.84,0.29,0.64,0.06,0.88,0.15,0
2479,1,1,0,0.59,0.00,0.75,0.69,0.27,0.08,1,0.31,0.43,1,0.54,0.79,0.79,0.12,0.38,0.86,0.76,0.29,0.72,1
2480,1,1,0,0.71,0.64,0.67,0.51,0.49,0.50,1,0.54,0.27,0,0.14,0.44,0.86,0.50,0.57,0.14,0.41,0.11,0.53,1
2481,1,1,0,0.63,0.54,0.46,0.63,0.52,0.46,0,0.38,0.16,1,0.51,0.35,0.45,0.70,0.04,0.27,0.51,0.98,0.19,1
2482,1,1,0,0.69,0.30,0.22,0.43,0.69,0.92,1,0.67,0.29,0,0.30,0.92,0.42,0.12,0.12,0.27,0.83,0.04,0.14,0
2483,1,0,0,0.26,0.21,0.80,0.33,0.34,0.06,0,0.43,0.53,1,0.48,0.87,0.04,0.77,0.59,0.47,0.65,0.92,0.83,0
2484,1,0,0,0.24,0.09,0.81,0.76,0.54,0.08,1,0.16,0.14,0,0.02,0.73,0.56,0.82,0.43,0.08,0.71,0.94,0.93,1
2485,1,1,0,0.79,0.86,0.42,0.45,0.51,0.42,1,0.19,0.25,0,0.02,0.51,0.39,0.53,0.71,0.29,0.01,0.49,0.40,0
2486,1,1,0,0.45,0.29,0.64,0.29,0.51,0.23,1,0.62,0.40,1,0.49,0.32,0.71,0.58,0.45,0.13,0.87,0.47,0.62,1
2487,1,1,1,0.78,0.10,0.85,0.26,0.83,0.41,1,0.91,0.59,1,0.21,0.88,0.88,0.49,0.50,0.06,0.60,0.35,0.68,0
2488,1,0,0,0.71,0.89,0.26,0.54,0.32,0.49,1,0.59,0.30,0,0.40,0.53,0.36,0.69,0.59,0.07,0.98,0.56,0.20,0
2489,1,1,0,0.10,0.68,0.36,0.46,0.63,0.05,1,0.08,0.42,1,0.80,0.70,0.66,0.40,0.23,0.56,0.86,0.44,0.95,0
2490,1,1,0,0.09,0.37,0.35,0.52,0.57,0.83,1,0.84,0.32,1,0.68,0.76,0.70,0.84,0.19,0.17,0.42,0.35,0.04,1
2491,1,1,0,0.14,0.07,0.69,0.48,0.42,0.02,0,0.82,0.34,0,0.67,0.31,0.55,0.53,0.48,0.16,0.55,0.25,0.80,1
2492,1,1,0,0.47,0.71,0.83,0.23,0.44,0.19,1,0.15,0.25,1,0.84,0.75,0.31,0.43,0.64,0.34,0.07,0.63,0.42,0
2493,1,1,0,0.40,0.78,0.74,0.37,0.52,0.96,1,0.60,0.28,0,0.23,0.84,0.42,0.41,0.34,0.59,0.85,0.82,0.97,0
2494,1,1,1,0.37,0.25,0.04,0.23,0.83,0.28,1,0.42,0.24,0,0.96,0.62,0.56,0.88,0.47,0.54,0.64,0.69,0.62,1
2495,1,1,0,0.68,0.37,0.74,0.63,0.63,0.19,0,0.43,0.46,0,0.31,0.99,0.70,0.73,0.24,0.77,0.85,0.15,0.11,1
2496,1,0,0,0.84,0.38,0.39,0.60,0.62,0.72,1,0.22,0.44,1,0.93,0.00,0.77,0.56,0.28,0.65,0.21,0.01,0.32,1
2497,1,1,0,0.06,0.13,0.81,0.13,0.58,0.54,1,0.68,0.54,1,0.74,0.77,0.09,0.61,0.20,0.87,0.06,0.48,0.55,0
2498,1,1,0,0.38,0.03,0.20,0.04,0.59,0.13,0,0.92,0.68,0,0.36,0.28,0.92,0.67,0.62,0.64,0.80,0.56,0.77,1
2499,1,1,0,0.93,0.66,0.07,0.37,0.64,0.63,1,0.86,0.42,1,0.00,0.06,0.85,0.03,0.18,0.33,0.00,0.93,0.85,0
2500,1,1,1,0.03,0.55,0.16,0.14,0.48,0.36,0,0.24,0.52,0,0.42,0.25,0.59,0.25,0.22,0.15,0.40,0.47,0.08,0
2501,1,1,1,0.61,0.47,0.79,0.20,0.47,0.92,1,0.68,0.61,1,0.90,0.12,0.71,0.21,0.48,0.39,0.05,0.88,0.99,1
2502,1,1,0,0.79,0.59,0.31,0.34,0.54,0.65,1,0.66,0.42,1,0.12,0.34,0.75,0.17,0.36,0.07,0.66,0.33,0.50,1
2503,1,1,1,0.46,0.94,0.57,0.46,0.51,0.38,1,0.99,0.65,0,0.56,0.15,0.16,0.11,0.35,0.52,0.35,0.77,0.03,1
2504,1,1,0,0.71,0.75,0.33,0.32,0.72,0.18,0,0.26,0.14,1,0.27,0.38,0.80,0.76,0.52,0.50,0.66,0.91,0.41,1
2505,1,1,0,0.72,0.08,0.39,0.49,0.73,0.97,1,0.02,0.23,0,0.09,0.35,0.93,0.91,0.90,0.34,0.19,0.75,0.46,0
2506,1,1,0,0.47,0.79,0.55,0.28,0.70,0.45,1,0.63,0.44,1,0.78,0.30,0.84,0.44,0.63,0.58,0.50,0.93,0.58,1
2507,1,1,0,0.75,0.19,0.50,0.05,0.90,0.67,0,0.96,0.43,1,0.37,0.97,0.06,0.82,0.57,0.56,0.41,0.93,0.43,0
2508,1,1,0,0.97,0.02,0.93,0.73,0.34,0.96,0,0.69,0.61,1,0.16,0.84,0.81,0.03,0.19,0.81,0.22,0.51,0.62,1
2509,1,1,0,0.04,0.23,0.04,0.08,0.77,0.56,1,0.31,0.29,0,0.27,0.22,0.59,0.69,0.46,0.73,0.88,0.52,0.05,0
2510,1,1,1,0.34,0.98,0.75,0.49,0.55,0.85,1,0.99,0.42,0,0.87,0.07,0.37,0.51,0.44,0.22,0.26,0.39,0.22,1
2511,1,1,0,0.09,0.64,0.83,0.15,0.68,0.01,0,0.50,0.33,0,0.68,0.16,0.60,0.87,0.91,0.86,0.44,0.88,0.37,1
2512,1,0,0,0.73,0.42,0.67,0.41,0.55,0.59,1,0.10,0.47,0,0.72,0.44,0.32,0.68,0.22,0.14,0.24,0.60,0.79,1
2513,1,1,0,0.95,0.63,0.36,0.23,0.81,0.99,0,0.80,0.80,0,0.39,0.50,0.63,0.08,0.32,0.82,0.46,0.17,0.49,1
2514,1,0,0,0.17,0.71,0.54,0.68,0.57,0.05,0,0.18,0.12,1,0.23,0.72,0.22,0.83,0.06,0.39,0.43,0.55,0.80,1
2515,1,1,0,0.16,0.93,0.71,0.23,0.84,0.29,1,0.48,0.13,0,0.24,0.24,0.77,0.55,0.12,0.08,0.18,0.47,0.35,0
2516,1,1,0,0.33,0.63,0.14,0.41,0.45,0.46,0,0.23,0.43,1,0.04,0.42,0.61,0.16,0.53,0.99,0.15,0.33,0.19,0
2517,1,1,0,0.42,0.81,0.93,0.59,0.69,0.86,0,0.39,0.47,0,0.08,0.59,0.29,0.53,0.51,0.78,0.68,0.67,0.30,1
2518,1,0,0,0.65,0.09,0.74,0.60,0.23,0.74,0,0.62,0.29,1,0.44,0.47,0.98,0.67,0.30,0.85,0.85,0.28,0.19,0
2519,1,1,0,0.65,0.11,0.78,0.46,0.58,0.55,1,0.19,0.11,1,0.82,0.09,0.10,0.68,0.03,0.75,0.34,0.80,0.42,0
2520,1,0,0,0.67,0.14,0.86,0.52,0.62,0.42,1,0.33,0.64,0,0.86,0.31,0.11,0.76,0.12,0.12,0.27,0.34,0.85,0
2521,1,1,0,0.09,0.43,0.47,0.22,0.64,0.12,0,1.00,0.54,1,0.90,0.91,0.99,0.40,0.15,0.77,0.70,0.48,0.71,1
2522,1,1,0,0.83,0.94,0.49,0.50,0.71,0.68,0,0.28,0.33,0,0.74,0.72,0.05,1.00,0.44,0.10,0.60,0.30,0.80,1
2523,1,1,0,0.54,0.65,0.19,0.15,0.89,0.14,0,0.20,0.52,0,0.71,0.20,0.19,0.31,0.35,0.02,0.34,0.13,0.13,0
2524,1,0,0,0.68,0.40,0.28,0.20,0.51,0.36,1,0.48,0.19,1,0.76,0.54,0.85,0.15,0.48,0.10,0.65,0.30,0.91,1
2525,1,1,0,0.64,0.24,0.96,0.54,0.71,0.41,1,0.20,0.13,1,0.04,0.55,0.04,0.63,0.42,0.73,0.40,0.94,0.03,1
2526,1,1,0,0.20,0.78,0.87,0.53,0.47,0.76,0,0.03,0.17,0,0.65,0.43,0.34,0.05,0.31,0.36,0.12,0.50,0.05,0
2527,1,0,0,0.37,0.69,0.87,0.22,0.77,0.25,0,0.31,0.48,0,0.63,0.95,0.47,0.56,0.23,0.76,0.43,0.45,0.95,0
2528,1,1,0,0.34,0.01,0.06,0.22,0.46,0.82,1,0.63,0.12,0,0.44,0.96,0.58,0.08,0.37,0.55,0.56,0.90,0.25,1
2529,1,1,0,0.98,0.97,0.99,0.63,0.19,0.01,0,0.69,0.58,0,0.70,0.26,0.79,0.04,0.27,0.47,0.66,0.24,0.06,0
2530,1,1,0,0.39,0.40,0.10,0.27,0.40,0.14,0,0.26,0.14,0,0.02,0.15,0.50,0.53,0.60,0.29,0.34,0.56,0.33,1
2531,1,1,0,0.56,0.54,0.13,0.33,0.42,0.65,0,0.53,0.46,1,0.48,0.07,0.91,0.39,0.48,0.36,0.21,0.04,0.91,0
2532,1,1,0,0.50,0.61,0.69,0.72,0.64,0.18,0,0.60,0.58,0,0.45,0.34,0.94,0.31,0.58,0.39,0.16,0.42,0.55,0
2533,1,1,0,0.27,0.20,0.76,0.70,0.61,0.61,0,0.08,0.43,1,0.31,0.76,0.81,0.42,0.55,0.71,0.63,0.36,0.29,0
2534,1,1,0,0.66,0.26,0.71,0.28,0.72,0.84,1,0.63,0.32,0,0.80,0.67,0.91,0.56,0.44,0.69,0.45,0.24,0.87,0
2535,1,1,0,0.88,0.51,0.56,0.36,0.73,0.29,0,0.40,0.21,0,0.21,0.69,0.97,0.90,0.72,0.98,0.93,0.42,0.18,0
2536,1,1,0,0.09,0.99,0.48,0.31,0.69,0.29,1,0.76,0.28,1,0.11,0.30,0.35,0.95,0.52,0.79,0.08,0.32,0.94,1
2537,1,1,0,0.67,0.81,0.99,0.55,0.28,0.30,0,0.46,0.66,1,0.90,0.27,0.79,0.36,0.48,0.52,0.03,0.16,0.54,0
2538,1,1,1,0.91,0.61,0.71,0.45,0.73,0.80,1,0.74,0.11,0,0.37,0.45,0.91,0.34,0.46,0.01,0.74,0.92,0.49,1
2539,1,0,0,0.93,0.05,0.02,0.28,0.74,0.34,0,0.01,0.22,0,0.42,0.84,0.06,0.34,0.16,0.35,0.52,0.25,0.31,0
2540,1,1,0,0.32,0.56,0.25,0.51,0.64,0.86,0,0.41,0.44,1,0.61,0.32,0.91,0.81,0.45,0.71,0.92,0.98,0.42,0
2541,1,1,1,0.58,0.66,0.20,0.16,0.91,0.55,0,0.47,0.20,0,0.16,0.97,0.73,0.77,0.30,0.34,0.37,0.07,0.21,0
2542,1,1,0,0.28,0.71,0.47,0.21,0.48,0.89,0,0.24,0.52,1,0.72,0.97,0.55,0.07,0.13,0.90,0.57,0.97,0.43,1
2543,1,1,1,0.46,0.23,0.86,0.42,0.38,0.68,0,0.75,0.35,0,0.67,0.61,0.53,0.61,0.50,0.05,0.51,0.49,0.29,1
2544,1,0,1,0.75,0.30,0.06,0.34,0.45,0.83,0,0.03,0.20,0,0.77,0.86,0.76,0.38,0.29,0.92,0.21,0.48,0.39,0
2545,1,0,1,0.30,0.67,0.82,0.52,0.45,0.20,0,0.74,0.68,0,0.85,0.82,0.96,0.11,0.04,0.40,0.73,0.86,0.80,0
2546,1,0,0,0.23,0.54,0.59,0.47,0.28,0.59,0,0.75,0.65,1,0.61,0.23,0.91,0.55,0.48,0.33,0.33,0.29,0.94,0
2547,1,1,0,0.71,0.23,0.77,0.63,0.62,0.76,0,0.56,0.57,1,0.71,0.00,0.64,0.00,0.29,0.16,0.15,0.59,0.85,1
2548,1,1,0,0.21,0.56,0.38,0.64,0.54,0.87,1,0.56,0.38,0,0.27,0.60,0.33,0.76,0.27,0.48,0.89,0.68,0.54,0
2549,1,1,0,0.47,0.39,0.34,0.06,0.71,0.15,0,0.91,0.66,0,0.55,0.61,0.81,0.98,0.59,0.02,1.00,0.76,0.59,0
2550,1,1,1,0.77,0.83,0.57,0.57,0.71,0.48,1,0.72,0.51,0,0.60,0.64,0.64,0.81,0.24,0.66,0.83,0.38,0.11,1
2551,1,1,1,0.92,0.13,0.99,0.31,0.78,0.53,1,0.65,0.38,0,0.75,0.59,0.49,0.21,0.22,0.06,0.31,0.20,0.41,1
2552,1,1,0,0.25,0.59,0.14,0.41,0.76,0.04,0,0.43,0.10,1,0.78,0.82,0.49,0.26,0.41,0.44,0.03,0.48,0.05,0
2553,1,1,1,0.79,0.71,0.35,0.42,0.54,0.42,0,0.98,0.48,0,0.80,0.26,0.78,0.78,0.12,0.75,0.32,0.53,0.73,0
2554,1,1,0,0.18,0.63,0.34,0.05,0.76,0.25,0,0.21,0.43,1,0.15,0.19,0.48,0.00,0.11,0.86,0.46,0.22,0.33,1
2555,1,1,0,0.73,0.17,0.81,0.53,0.44,0.37,0,0.13,0.10,0,0.10,0.95,0.10,0.06,0.12,0.91,0.55,0.51,0.85,0
2556,1,1,0,0.70,0.29,0.33,0.36,0.41,0.38,0,0.93,0.41,0,0.16,0.44,0.78,0.93,0.24,0.98,0.99,0.09,0.59,0
